text,true_label,predicted_label,confidence
: Relative : Tumhare umar me main Candle jala ke parhta tha Inner me : Itna hi shok tha to din me parh leta,happy,sad,0.3501079
Doctors treating Ajit Jogi in Raipur are playing his favourite songs in his rooms to make his brain become active again. Some of the songs that are being played are 'Parbaton Se Aaj Main Takra Gaya' from the Sunny Deol starrer Betaab and a local song- Pata leja re gadiwala.,neutral,happy,0.34988624
Allah sehat o tundrusti o lambi umer dy shifae kamila atta farmay or nyk kam krny ki toufique dy Ameen,happy,neutral,0.34808746
": qasam uthwa lo, online classes ka koi faida nahi hai",sad,neutral,0.34664533
: People will hurt you and then say mei tou mazak krraha tha,neutral,sad,0.34529176
Bhumra o McGrath me bohat frq hai Abhi Shane warne sub sai best rate krta hai tou,neutral,happy,0.3441045
"Love jihad ke uper Or muslim terrorist, halala ke uper bhi bana do tab dekhte h",neutral,anger,0.34400818
"Ur Highness.....jo kehte hai ki Kashmir valley mei Ghar purchase karne ki wahi log aaj Lockdown mei jee rahe hai..... Supreme God, se badhkar koi bhi nahi hai es World mei..... Ameen",neutral,happy,0.3437416
Aur bhe kehty ho hum muslmano pe azab q aya AnotherInnocentKilled another innocent killed Pakistan viral leaked,anger,neutral,0.3337024
Ek din mohabbat aud kar. Ek din gali ke mod par Ye song type kar de.. Bajarangi bhai jaan ka hai,neutral,sad,0.3328097
Karachi ka masla ye hay kay MNA pti..local gov. MQM or provincial gov. PPP ki...jab tak aik party kay paas ye sara kuch nahi ho ga ye aisay hi halat rahay gi,neutral,anger,0.33273983
"""Kya waqai main hum sab itne ache hain jitna hum social media par khud ko batate hain, aur agar ache hain toh phir zamana itna kharab kyon hai?"" REALITY",neutral,sad,0.33248138
But mai nhi mari abhi bhi zinda hu so everyone don't do this shit type thinks,anger,sad,0.32832184
On the outside I pretend I don't need golgappe But inside : bhaiya tm kab aaoge mujhe apne hatho se pani puri khilane,happy,neutral,0.32768595
Bahut wait kraya iss song k liy... i hav been waited since months,happy,sad,0.32270253
Sir hum middle workers ke liye bhi kuch scheme nikaliye kiyu aap ne April ki salary ke liye khud bola tha ki paise nahi aayenge to salary kaise denge to apne sab open kara khas kar drink. To sochiye baaki Private company kiya kar rahi hogi ? Sir we are rented people sir,sad,fear,0.31936407
Tum jao plzz meko tumhari dp se dar lagta gai plzz nd don't tag me again kush acha bura kush bhi nii bolna meko Baat hi nii krni tumse to,fear,neutral,0.3170109
"*EK KAHANI RAMAYAN KII* very trending and An epic battle, Basic story is about politics. ""Ramayana"" is loyalty to family Sacrifice in relationships, forgiveness,care,love.. Guys.......always ready for your family..life mai chahe kitna galat hojaye....hamesha family ke sath rahe..",neutral,anger,0.31316754
Uffffffff itni serdi her mint bad sab ko pee ajayegi yaaar... cant afford that coldness too much dear...,surprise,sad,0.31133112
video tu achi hai par is may sari batain Bachkana hn ye sab buhat shareef masoom doodh piti bachiyan hn na bachay bachay ko pata hai k ye apna carrier kaisay start karti hn khair Aisay fazool logon par video banana waist of time hai stay blessed,neutral,happy,0.3109814
Awam ki jaan bachane k liye month lockdown hua khan sahab ne awam se request ki log maan gay aj month baad awam ki zindgiyon ka soche begair apni marzi se lockdown khatam kar diya yeh dhoka nahi to aur kya hai,anger,sad,0.31086674
"Bhailogon aaaaj trailer ko million we bhee aagey leaker Jaana, Show the people in industry honey Singh power and his fan power .hit like if you agreed.",neutral,happy,0.30816388
biggest joke of the century . jo apna bhutto hansi saay nahi bacha sakay woo kia kaddu develop karain gay karachi apnay facks check kao ja kay karachi may jo bhi bari develpment hoi wo ya to naimatullah khan nay ki ya mustafa kamal nay,anger,sad,0.30592734
App neh sahee enjoy kya ajj isb ko. Inwas sleeping when it rained.,neutral,anger,0.3055173
So basically you are of the view ke pehly wo halat sahi karein phir hum. Hum nay khud say wo bhi pehly halat theek nei karnay. kunke? State the reason too for your intelligent tweet.,anger,neutral,0.30325925
Yeah to saaf ha ki Kush ouur Janey bhi jayaingi... mahiney lockdown main logon ko practice karbai thi ki Carona key sath kesey rehna ha... Baki sabh rabh per ha...,neutral,anger,0.3029476
Ho Skta Hai Gham ne Roza Rakha Ho Aur Uski Aftari Ka time Ho Gaya Ho,neutral,anger,0.3016029
: Asim Loves Himanshi.. Himanshi loves Asim.. BC hum fans hai hume koi lena dena na hai inke matter se... Isliye inke matter,anger,neutral,0.29890946
Baaki kaam Mummy jee par chodhh Diya hai apne,neutral,anger,0.29594284
": my mum never even slapped me,juta dur ki baat hai.",neutral,happy,0.29396024
Oh please I don't need anyone's attention yeh ap logon k kaam hain mere pass life mei bohat kuch hai karne ko peace.,neutral,anger,0.2936282
Wooo. ye sawal kb se mere zehen me tha k PIA ab itni bekar q hogyi he... thnkx for it,neutral,anger,0.2843454
Bhai Mai isss dekh kar Kiya Karu app Kalishgholot ke id par comment read karo na JB pta chla gai kitna logo Ko help ke ha I know muja pta ha public Ko passi mela rha ha lakin SB logo Ko nhi mela ha month ho Chuka ha,neutral,anger,0.2785563
