text,label,text_clean
G Sir i actually live in a possesed house but All Praise To Be Allah hm namzo ki wajah sy bachy hwy hain,neutral,G Sir i actually live in a possesed house but All Praise To Be Allah hm namzo ki wajah sy bachy hwy hain
Me lt pro sale krna chahta ho sal use ho chuka hai condition achi hai Rs Sialkot,neutral,Me lt pro sale krna chahta ho sal use ho chuka hai condition achi hai Rs Sialkot
Bhai mai Pakistani hn lekin aqal ki baat krein yar. Indians jo arab countries mei job krtay hyn wo apnay ghar walon ko ondia mei hi dollars etc bhejein gay ya wo Pakistan mei bhejna shuru kr dein? Any logic your post has?,neutral,Bhai mai Pakistani hn lekin aqal ki baat krein yar. Indians jo arab countries mei job krtay hyn wo apnay ghar walon ko ondia mei hi dollars etc bhejein gay ya wo Pakistan mei bhejna shuru kr dein? Any logic your post has?
sabi ko dekhkar aagaya lagta hai photo bejna,neutral,sabi ko dekhkar aagaya lagta hai photo bejna
Meray Pass Honor C hai. MMC chip problem hai. Baqi set total original ha,neutral,Meray Pass Honor C hai. MMC chip problem hai. Baqi set total original ha
Kitni khali hai yeh flop actress isliye baithe baithe yeh faltu ke tweets karti rehti hai. Completely outdated expiry maal h . Bechari acting career mein toh kuch kar nhi payi isliye lagte h twitter pe bakwas karne mein lagi rehti hai,anger,Kitni khali hai yeh flop actress isliye baithe baithe yeh faltu ke tweets karti rehti hai. Completely outdated expiry maal h . Bechari acting career mein toh kuch kar nhi payi isliye lagte h twitter pe bakwas karne mein lagi rehti hai
Honey is back love u yo yo. ....cute lag rahe ho,happy,Honey is back love u yo yo. ....cute lag rahe ho
Wow!! Guru kya gaana hai ... love u guru so much I LOVE YOU,happy,Wow!! Guru kya gaana hai ... love u guru so much I LOVE YOU
Kis kis ko maza aa gaya yo yo ka rap sunke? Like here,neutral,Kis kis ko maza aa gaya yo yo ka rap sunke? Like here
"At the end the conclusion is that ""Yeh sub kuch dollat paisa , mehal , cars sub kuch duya main he reh jaye ga"" insaan bus khaali haath jaye ga""",neutral,"At the end the conclusion is that ""Yeh sub kuch dollat paisa , mehal , cars sub kuch duya main he reh jaye ga"" insaan bus khaali haath jaye ga"""
s plus /18 gb blackcolourPTA patch IMei Change condition by no dout no fult fd model fnf Price jisko chahiya wohi rbta kare urgent sale,neutral,s plus /18 gb blackcolourPTA patch IMei Change condition by no dout no fult fd model fnf Price jisko chahiya wohi rbta kare urgent sale
Sir phir Sindh mein bhi essily available hai. Ab media ki nahi banti Sindh govt se tau us ka faida aap tau na uthaein. Waissy aap ne shayad Bahawalpur wali news miss kar di.,neutral,Sir phir Sindh mein bhi essily available hai. Ab media ki nahi banti Sindh govt se tau us ka faida aap tau na uthaein. Waissy aap ne shayad Bahawalpur wali news miss kar di.
Jo insaan kl ka haal nai jaan sakta wo saal ka haal bhi nai jaan sakta. Ray ko kakh nai pta. Future ka sirf allah ko pta hai. If you agree than hit the like button,neutral,Jo insaan kl ka haal nai jaan sakta wo saal ka haal bhi nai jaan sakta. Ray ko kakh nai pta. Future ka sirf allah ko pta hai. If you agree than hit the like button
": The Best Was ...."" Unka Chehra Bolta Hai Jab Aap Act Krvao Unse Unka Face Bate Karta hai "" : about",neutral,": The Best Was ...."" Unka Chehra Bolta Hai Jab Aap Act Krvao Unse Unka Face Bate Karta hai "" : about"
Kya rap hai,happy,Kya rap hai
Dear Friends Qmobile Z7 kesa Cell Hay...Plz Tell me,neutral,Dear Friends Qmobile Z7 kesa Cell Hay...Plz Tell me
Song : min tak boring phir asli party shuru hoti hai,neutral,Song : min tak boring phir asli party shuru hoti hai
"Sir ap aik mukhlis Pakistani or pti ke face hain, aap court se ckear hon gay tab ham apka sath dein gay kyun ke ham patwari nahi hain. Ham janty hain ap akele nahi jisko subsidy mili, sharifo ko apse kahi zyada mili ha. Lkn apk khilaf propaganda compain krdi gai hai",neutral,"Sir ap aik mukhlis Pakistani or pti ke face hain, aap court se ckear hon gay tab ham apka sath dein gay kyun ke ham patwari nahi hain. Ham janty hain ap akele nahi jisko subsidy mili, sharifo ko apse kahi zyada mili ha. Lkn apk khilaf propaganda compain krdi gai hai"
Ar dawn news ne kis base pr case kia h k govt hmen adds ni de rhi? Wo ek private channel h to wo q khud ko govt adds ka haqdaar smjhta h? Q k pehle onko free khata m govt ki taraf se arbon ki adds milti thi to onko lgne lga k wo govt channel o gye hain lekin PMIK ne esa ni kia.,neutral,Ar dawn news ne kis base pr case kia h k govt hmen adds ni de rhi? Wo ek private channel h to wo q khud ko govt adds ka haqdaar smjhta h? Q k pehle onko free khata m govt ki taraf se arbon ki adds milti thi to onko lgne lga k wo govt channel o gye hain lekin PMIK ne esa ni kia.
Awesome song guru sir aise he aur ache ache gaane bnate rho i love this song,happy,Awesome song guru sir aise he aur ache ache gaane bnate rho i love this song
Fake id kyu bna rakhi h. Khudke naam se dar lagta h kya.,anger,Fake id kyu bna rakhi h. Khudke naam se dar lagta h kya.
"Shukar hai tu apne level pe to Aya, Teri aouqat yhi hai k fakeera ka Sahara le",anger,"Shukar hai tu apne level pe to Aya, Teri aouqat yhi hai k fakeera ka Sahara le"
Tum baas apna naam kamane ke chakkr me sabpar kiichad uchal skte ho aur kuch krna tumhare bas ka nahi.,anger,Tum baas apna naam kamane ke chakkr me sabpar kiichad uchal skte ho aur kuch krna tumhare bas ka nahi.
Superb song yarr . Kab se wait kar rha tha is song ka me to ..,happy,Superb song yarr . Kab se wait kar rha tha is song ka me to ..
Aise gadho ko padai ke liye govt de rahi h paise. Corona invitation dekar aaya tha ki sab tayari karlo main aunga aur lockdown hoga. Ye sab immediate or emergency me lene wale decision hai,anger,Aise gadho ko padai ke liye govt de rahi h paise. Corona invitation dekar aaya tha ki sab tayari karlo main aunga aur lockdown hoga. Ye sab immediate or emergency me lene wale decision hai
I love purisrar videos Aaj mai aap ko rd time kh rhi Hoon k plz live stream Kia kro,happy,I love purisrar videos Aaj mai aap ko rd time kh rhi Hoon k plz live stream Kia kro
Comments delete kr diye mere Jab buska nai jawab dena to...Allah sara note kr rha hai waha se kch ni mitne wala yaad rakho..islye Apne hisab se kch b sabit karna ..Sidhe Nabi s.a.w se khilafat krna hai samjhlo ..Allah hidayt de tumko dua hai,neutral,Comments delete kr diye mere Jab buska nai jawab dena to...Allah sara note kr rha hai waha se kch ni mitne wala yaad rakho..islye Apne hisab se kch b sabit karna ..Sidhe Nabi s.a.w se khilafat krna hai samjhlo ..Allah hidayt de tumko dua hai
Ye to esa e ha jaisay ap politicians say kaho kay jhoot bolna chor dain,neutral,Ye to esa e ha jaisay ap politicians say kaho kay jhoot bolna chor dain
Good job Bari information milti hai bro Apki video sa,happy,Good job Bari information milti hai bro Apki video sa
I liked ur videozz. Ap ki har bat Dil sa niklti ha..God blessed u dear,happy,I liked ur videozz. Ap ki har bat Dil sa niklti ha..God blessed u dear
aisa kb tk chaley ga ... jo power mai hu woh he galat use krta hai,anger,aisa kb tk chaley ga ... jo power mai hu woh he galat use krta hai
Manto aj ke dour mein hota tou society.woh us waqt tha tou mantoo fahash tha society nahi.,neutral,Manto aj ke dour mein hota tou society.woh us waqt tha tou mantoo fahash tha society nahi.
"Imran khan becoming annoying day by day har waqt modi, nizi, kasmir. apnay mulk ka kiya hall hai pahly wo theek karo phir dosro ka khyal karo",anger,"Imran khan becoming annoying day by day har waqt modi, nizi, kasmir. apnay mulk ka kiya hall hai pahly wo theek karo phir dosro ka khyal karo"
aj pta lag jaye ga kon kon honey singh ka fan ha hit like,neutral,aj pta lag jaye ga kon kon honey singh ka fan ha hit like
mene suna hai tm k elawa aur sb se interact ni krna chahti? sch hai?,neutral,mene suna hai tm k elawa aur sb se interact ni krna chahti? sch hai?
courage the cowardly dog dekha hai,neutral,courage the cowardly dog dekha hai
Yaar bhai iska sakal mre phone mein q ajata hai baar baar muje bilkul bhi pasand nahi hai iska aana mre screen pe,sad,Yaar bhai iska sakal mre phone mein q ajata hai baar baar muje bilkul bhi pasand nahi hai iska aana mre screen pe
hllo friend ke kar da ho free ho ka Manu call karo mara numder ok good night I love u,happy,hllo friend ke kar da ho free ho ka Manu call karo mara numder ok good night I love u
Kahan hai ab news channel waley arey bhai kisi ka beta gaya hai bina wajah usne apna beta khoya bahut hua ye yaar ye galt tha bas yaar bahut galt had hoti yaar equality kaha hai yaar seriously yaar mujhe pata koi samne ni aayega ab koi samne ni aayega #ArrestSwatiMaliwal,anger,Kahan hai ab news channel waley arey bhai kisi ka beta gaya hai bina wajah usne apna beta khoya bahut hua ye yaar ye galt tha bas yaar bahut galt had hoti yaar equality kaha hai yaar seriously yaar mujhe pata koi samne ni aayega ab koi samne ni aayega ArrestSwatiMaliwal
"Ye paisa central government ko dena hai Madam, koi Biryani ke liye nhi chahiye ki kudrati paisa khuda ke ghar se ayega.",neutral,"Ye paisa central government ko dena hai Madam, koi Biryani ke liye nhi chahiye ki kudrati paisa khuda ke ghar se ayega."
Aur abdul miya! Ye india hei! Recently Canada ne illegal indian next day he deport kar diye the few months ago! US UK nanga karke pehle jail mei! Uske baad agle flight se deport! Every country has it's citizens record! Ye bullshitt tumhre dimaag mei hei bus,anger,Aur abdul miya! Ye india hei! Recently Canada ne illegal indian next day he deport kar diye the few months ago! US UK nanga karke pehle jail mei! Uske baad agle flight se deport! Every country has it's citizens record! Ye bullshitt tumhre dimaag mei hei bus
Wah miyan dil ko chuu gyi kya shayri khe hmari mohabbat p ~~ another paki nibba.,happy,Wah miyan dil ko chuu gyi kya shayri khe hmari mohabbat p ~~ another paki nibba.
QMobile j5 /8 condition no any fault Any one want to purchase plz Contact me Wazirabad city District gujranwala,neutral,QMobile j5 /8 condition no any fault Any one want to purchase plz Contact me Wazirabad city District gujranwala
"Commodities par corona cess laga do, subsidies thode time ke liye suspend kar do, free ka batna band karo, jise delhi se apne ghar jana hai use jane do. lockdown continue rakho. Very simple",neutral,"Commodities par corona cess laga do, subsidies thode time ke liye suspend kar do, free ka batna band karo, jise delhi se apne ghar jana hai use jane do. lockdown continue rakho. Very simple"
Bhai tumhain itni gram q lag rhi hai tumhari bandi nai yeh tweet dekh kr konsa tum sai breakup kr lena.. Chill dude agar aisa hua bi to mujhai batna mai samjha dn gi usai XD,neutral,Bhai tumhain itni gram q lag rhi hai tumhari bandi nai yeh tweet dekh kr konsa tum sai breakup kr lena.. Chill dude agar aisa hua bi to mujhai batna mai samjha dn gi usai XD
% True hai aur khushi hui K sirf mai he asya nai sochta dosry b sochty hain,happy,% True hai aur khushi hui K sirf mai he asya nai sochta dosry b sochty hain
J6 sale karna chahta hoon tamam saman k sath % nofault /10 condition only serious buyers contact final price no behes no exchange,neutral,J6 sale karna chahta hoon tamam saman k sath % nofault /10 condition only serious buyers contact final price no behes no exchange
"Stop acting like a kid! Sucide is not a joke. Sab ke zindagi main bura waqt aata hai, deal with it like a strong girl. Text me anytime whenever you feel irritated.",neutral,"Stop acting like a kid! Sucide is not a joke. Sab ke zindagi main bura waqt aata hai, deal with it like a strong girl. Text me anytime whenever you feel irritated."
sir iska bas ek hi tarika hai puri Delhi mein har jagah har kisi ka checkup ho bahut mushkil h sbka checkup krma pr bahut zarori h kyunki bahut log ghrr mein chup kr bethe hai or lockdown hat te hi unse corona or badhega,neutral,sir iska bas ek hi tarika hai puri Delhi mein har jagah har kisi ka checkup ho bahut mushkil h sbka checkup krma pr bahut zarori h kyunki bahut log ghrr mein chup kr bethe hai or lockdown hat te hi unse corona or badhega
Do something different bro.. otherwise.. Honey singh ban jao ge,neutral,Do something different bro.. otherwise.. Honey singh ban jao ge
Chalo time ae dekha dai gye tum logun ko,neutral,Chalo time ae dekha dai gye tum logun ko
honey singh the king of rappers is back.......ab badshah khatam ar bollywood mai gaano ka sukha bhi khatm,neutral,honey singh the king of rappers is back.......ab badshah khatam ar bollywood mai gaano ka sukha bhi khatm
Yo Yo ....aaagya sher ab .. music bawal .this is the perfect comeback,happy,Yo Yo ....aaagya sher ab .. music bawal .this is the perfect comeback
Shan Sheikh apna imei find karo *#06# s,neutral,Shan Sheikh apna imei find karo *06# s
My story of sabbir but I am not drunk man my mother is dead but ma na har nai mane ma school gata hon I pay my school fee,sad,My story of sabbir but I am not drunk man my mother is dead but ma na har nai mane ma school gata hon I pay my school fee
love you sir God bless you and take care Aap jaise log India ka proud hai Mera pass word nahi hai aapki tariff karne ko love you sir,happy,love you sir God bless you and take care Aap jaise log India ka proud hai Mera pass word nahi hai aapki tariff karne ko love you sir
Yo yo k din gaye ab .. thats bitter truth ... But sher kitna b budha hoja rehta raja he h,sad,Yo yo k din gaye ab .. thats bitter truth ... But sher kitna b budha hoja rehta raja he h
Chinese ka poora model hi corruption pe based hai bhai mekam kr chuka hoon inky Sath,anger,Chinese ka poora model hi corruption pe based hai bhai mekam kr chuka hoon inky Sath
Kesa laga gana comment kar ke batao,neutral,Kesa laga gana comment kar ke batao
"This what kind heart looks a like, don't change, Nafrat jurm sy honi chayia Mujrim Sy nai Naki ki umeed hamsha acha Sula dati hai",neutral,"This what kind heart looks a like, don't change, Nafrat jurm sy honi chayia Mujrim Sy nai Naki ki umeed hamsha acha Sula dati hai"
: Chai piyo sab bhool jao,happy,: Chai piyo sab bhool jao
"#TimeForMuslimsUnity Thus according to Quran, the disease of all our problems lies in our hearts and therefore, the cure should also begin there. Iqbal says: Zaban se kah bhi diya la ilaha illah to kya hasil Dil-o-nigah Musalman naheen to kuchh bhi naheen",neutral,"TimeForMuslimsUnity Thus according to Quran, the disease of all our problems lies in our hearts and therefore, the cure should also begin there. Iqbal says: Zaban se kah bhi diya la ilaha illah to kya hasil Dil-o-nigah Musalman naheen to kuchh bhi naheen"
Amityville horror many kl hi dykhi ti uffffffff aj ucky about man apki video man sun rhi hon ... feeling scared,fear,Amityville horror many kl hi dykhi ti uffffffff aj ucky about man apki video man sun rhi hon ... feeling scared
Sigh is back....ab hoga bawal,happy,Sigh is back....ab hoga bawal
Wesy bhi opposition ny aik speech kr ky bhaag jana hai qoum ka paisa zaya na hi ho tu behtar hai. #NBC,neutral,Wesy bhi opposition ny aik speech kr ky bhaag jana hai qoum ka paisa zaya na hi ho tu behtar hai. NBC
usko acha laga usny keya us k apny paise jase marzi estmal kary pta nhi log kue negative batain krny lag jaty hain by the way nice video,neutral,usko acha laga usny keya us k apny paise jase marzi estmal kary pta nhi log kue negative batain krny lag jaty hain by the way nice video
Yaar is kutty ko koi Lagam dalny wala hai? . Han aik idara hai. Bs thora wait,anger,Yaar is kutty ko koi Lagam dalny wala hai? . Han aik idara hai. Bs thora wait
Wow. Amazing I want to become a real serial killer my last statement will b muji eak pizza kiila do pizza hut wala,happy,Wow. Amazing I want to become a real serial killer my last statement will b muji eak pizza kiila do pizza hut wala
